TotalEpisodes,TotalSteps,AverageStepsPerEpisode,AverageRewardPerEpisode,HighestReward, ConvergenceQValue
576,22060,38.29861,-0.7109375,93,0.3229755
577,22083,38.2721,-0.6455806,93,0.3230628
578,22105,38.24395,-0.6271626,93,0.3225144
579,22127,38.21589,-0.664076,93,0.32227
580,22149,38.18793,-0.6594828,93,0.3220403
581,22171,38.16007,-0.6549053,93,0.3217805
582,22194,38.13402,-0.5902062,93,0.3216387
583,22215,38.10463,-0.6046312,93,0.3215676
584,22237,38.07705,-0.6138698,93,0.3212292
585,22259,38.04957,-0.6504273,93,0.3210156
586,22280,38.02048,-0.6646758,93,0.3206927
587,22302,37.99319,-0.6737649,93,0.3204466
588,22325,37.96769,-0.704932,93,0.3203918
589,22348,37.94228,-0.7224109,93,0.3203532
590,22369,37.91356,-0.6957627,93,0.3204372
591,22390,37.88494,-0.6827411,93,0.3198231
592,22412,37.85811,-0.6782095,93,0.3199887
593,22434,37.83137,-0.6736931,93,0.3196968
594,22455,37.80303,-0.6607744,93,0.3197531
595,22477,37.77647,-0.6697479,93,0.3199091
596,22499,37.75,-0.7055369,93,0.320161
597,22520,37.72194,-0.6658291,93,0.3203016
598,22543,37.69732,-0.6429766,93,0.320408
599,22565,37.67112,-0.5984975,93,0.3205217
600,22587,37.645,-0.5808333,93,0.3200733
601,22609,37.61897,-0.6164725,93,0.3198556
602,22630,37.59136,-0.6436877,93,0.3200746
603,22652,37.56551,-0.6525705,93,0.3199146
604,22674,37.53973,-0.6746688,93,0.3196572
605,22696,37.51405,-0.6834711,93,0.3198676
606,22718,37.48845,-0.7054455,93,0.3201811
607,22740,37.46293,-0.714168,93,0.3196179
608,22761,37.43586,-0.7277961,93,0.3192064
609,22783,37.41051,-0.7101806,93,0.3188828
610,22805,37.38525,-0.6795082,93,0.3189471
611,22827,37.36007,-0.6620294,93,0.318468
612,22849,37.33497,-0.6315359,93,0.3185221
613,22870,37.30832,-0.6451876,93,0.3187161
614,22892,37.28339,-0.6539088,93,0.3189695
615,22912,37.25528,-0.6853659,93,0.3191943
616,22934,37.23052,-0.6680195,93,0.3187135
617,22956,37.20583,-0.6896272,93,0.3184074
618,22978,37.18123,-0.6852751,93,0.3182021
619,22999,37.15509,-0.7245557,93,0.3178179
620,23020,37.12903,-0.6991935,93,0.3179091
621,23040,37.10145,-0.678744,93,0.3179503
622,23061,37.07556,-0.7049839,93,0.3179208
623,23082,37.04976,-0.7054574,93,0.3179702
624,23104,37.02564,-0.7011218,93,0.3177765
625,23126,37.0016,-0.6584,93,0.3178132
626,23148,36.97763,-0.6413738,93,0.3175709
627,23170,36.95375,-0.6499203,93,0.3177652
628,23190,36.92675,-0.6552548,93,0.3178932
629,23212,36.90302,-0.6510334,93,0.3178656
630,23234,36.87936,-0.6595238,93,0.31781
631,23256,36.85579,-0.655309,93,0.3179457
632,23278,36.83228,-0.6890823,93,0.3181597
633,23299,36.80727,-0.7022117,93,0.3181175
634,23320,36.78233,-0.6648265,93,0.3184499
635,23340,36.75591,-0.6952756,93,0.3182417
636,23361,36.73113,-0.6957547,93,0.3184794
637,23383,36.70801,-0.6915228,93,0.3184921
638,23404,36.68338,-0.6418495,93,0.3184366
639,23425,36.65884,-0.64241,93,0.318316
640,23446,36.63438,-0.6679688,93,0.3182719
641,23468,36.61155,-0.6762871,93,0.3180129
642,23490,36.58878,-0.6845794,93,0.31812
643,23511,36.56454,-0.68507,93,0.3181571
644,23534,36.54348,-0.6886646,93,0.3183959
645,23557,36.52248,-0.692248,93,0.3183639
646,23580,36.50155,-0.7082043,93,0.3183168
647,23602,36.47913,-0.7287481,93,0.3185864
648,23625,36.45833,-0.7445987,93,0.3186953
649,23648,36.4376,-0.7357473,93,0.318828
650,23670,36.41539,-0.7315385,93,0.3186171
651,23693,36.39478,-0.7473118,93,0.3183377
652,23716,36.37423,-0.6894172,93,0.3185638
653,23739,36.35375,-0.643951,93,0.3187762
654,23761,36.33181,-0.6766055,93,0.3189881
655,23783,36.30993,-0.6847328,93,0.3188595
656,23801,36.28201,-0.6501524,93,0.3188616
657,23822,36.25875,-0.6628615,93,0.3187348
658,23845,36.2386,-0.6907295,93,0.3186478
659,23867,36.217,-0.7109256,93,0.3183263
660,23889,36.19545,-0.7189394,93,0.3178678
661,23910,36.17247,-0.7314675,93,0.3177517
662,23933,36.15257,-0.7348943,93,0.3176408
663,23956,36.13273,-0.7383107,93,0.3175926
664,23978,36.11145,-0.746235,93,0.3174759
665,23999,36.08872,-0.7105263,93,0.3175891
666,24020,36.06607,-0.722973,93,0.317789
667,24040,36.04198,-0.7758621,93,0.3179496
668,24061,36.01946,-0.8001497,93,0.3182324
669,24082,35.99701,-0.8243647,93,0.3181905
670,24103,35.97463,-0.8604478,93,0.3182484
671,24124,35.95231,-0.8964232,93,0.3183683
672,24145,35.93006,-0.8846726,93,0.3182272
673,24166,35.90788,-0.9086182,93,0.3182281
674,24187,35.88576,-0.9324926,93,0.3182656
675,24208,35.8637,-0.9444444,93,0.3179116
676,24228,35.84024,-0.9607988,93,0.3176167
677,24248,35.81684,-0.9416544,93,0.3177722
678,24269,35.79499,-0.9535398,93,0.3178953
679,24290,35.7732,-0.9418262,93,0.3178806
680,24310,35.75,-0.9463235,93,0.3179357
681,24331,35.72834,-0.9581498,93,0.3180262
682,24352,35.70675,-0.9816716,93,0.3181085
683,24372,35.68375,-0.9860908,93,0.3177035
684,24393,35.66228,-0.9627193,93,0.3176575
685,24413,35.63942,-0.9788321,93,0.3174838
686,24434,35.61808,-0.9322158,93,0.3174589
687,24455,35.5968,-0.9439592,93,0.3174102
688,24476,35.57558,-0.9672965,93,0.3174499
689,24497,35.55443,-1.002177,93,0.3175865
690,24518,35.53333,-1.036957,93,0.317357
691,24539,35.5123,-1.048481,93,0.3171694
692,24560,35.49133,-1.049133,93,0.3172466
693,24580,35.46898,-1.030303,93,0.3171559
694,24600,35.44669,-1.023055,93,0.3172148
695,24620,35.42446,-0.9928058,93,0.3171147
696,24640,35.4023,-0.9971265,93,0.3172325
697,24660,35.3802,-1.012913,93,0.3173018
698,24680,35.35817,-1.017192,93,0.3169944
699,24700,35.33619,-1.032904,93,0.3169481
700,24720,35.31429,-1.048571,93,0.3170791
701,24740,35.29244,-1.007133,93,0.3172476
702,24760,35.27066,-1,93,0.3170215
703,24780,35.24893,-0.9587482,93,0.317131
704,24800,35.22727,-0.9289773,93,0.3171382
705,24820,35.20567,-0.8879433,93,0.3172888
706,24840,35.18414,-0.8810198,93,0.3172669
707,24861,35.16407,-0.8811881,93,0.3172797
708,24881,35.14265,-0.8855932,93,0.3169164
709,24901,35.1213,-0.8674189,93,0.3171462
710,24921,35.1,-0.871831,93,0.3170395
711,24941,35.07876,-0.8874824,93,0.3170503
712,24961,35.05758,-0.8356742,93,0.3168394
713,24981,35.03646,-0.8401122,93,0.3168856
714,25001,35.01541,-0.8221288,93,0.31707
715,25021,34.9944,-0.8153846,93,0.3171191
716,25041,34.97346,-0.8198324,93,0.3171278
717,25061,34.95258,-0.8019526,93,0.3171676
718,25080,34.93036,-0.7548746,93,0.3166398
719,25100,34.9096,-0.7148818,93,0.3168842
720,25120,34.88889,-0.7416667,93,0.3170448
721,25140,34.86824,-0.7468793,93,0.3171104
722,25160,34.84764,-0.7403047,93,0.3166741
723,25180,34.82711,-0.7337483,93,0.3168094
724,25200,34.80663,-0.7493094,93,0.3166435
725,25220,34.78621,-0.797931,93,0.3163939
726,25240,34.76584,-0.8023416,93,0.3162667
727,25260,34.74553,-0.8287483,93,0.3162473
728,25280,34.72527,-0.8440934,93,0.3160975
729,25300,34.70507,-0.8374485,93,0.3159806
730,25320,34.68493,-0.8636986,93,0.3161238
731,25340,34.66484,-0.8570451,93,0.3162767
732,25360,34.64481,-0.8394809,93,0.3161932
733,25380,34.62483,-0.8437926,93,0.3159609
734,25399,34.60354,-0.8848774,93,0.3158836
735,25419,34.58367,-0.8891156,93,0.3161135
736,25439,34.56386,-0.8933424,93,0.3163479
737,25458,34.54274,-0.8473541,93,0.3164261
738,25473,34.51626,-0.8285908,93,0.3165559
739,25490,34.49256,-0.7909337,93,0.3166005
740,25507,34.46892,-0.7641892,93,0.3166657
741,25526,34.44804,-0.7726046,93,0.3167966
742,25545,34.42722,-0.7486523,93,0.3170573
743,25565,34.40781,-0.7099596,93,0.3164846
744,25585,34.38844,-0.7143817,93,0.3162756
745,25605,34.36913,-0.718792,93,0.3162181
746,25625,34.34986,-0.7124665,93,0.3163931
747,25645,34.33065,-0.727577,93,0.3162668
748,25665,34.3115,-0.7212567,93,0.3160887
749,25685,34.29239,-0.7363151,93,0.3159807
750,25705,34.27333,-0.7513334,93,0.3160633
751,25725,34.25433,-0.7450067,93,0.3159903
752,25745,34.23537,-0.7386968,93,0.3161821
753,25765,34.21647,-0.7430279,93,0.3163437
754,25784,34.19629,-0.7301061,93,0.31627
755,25804,34.17748,-0.702649,93,0.3163436
756,25823,34.15741,-0.7109789,93,0.3164781
757,25842,34.13738,-0.6770145,93,0.3165954
758,25861,34.11741,-0.6748021,93,0.316364
759,25880,34.0975,-0.6515151,93,0.3166147
760,25900,34.07895,-0.6348684,93,0.3164002
761,25920,34.06045,-0.6603154,93,0.3164825
762,25940,34.042,-0.6646982,93,0.3165374
763,25959,34.02228,-0.6520315,93,0.3163782
764,25978,34.00262,-0.6708115,93,0.316303
765,25998,33.98431,-0.6856209,93,0.3164552
766,26017,33.96475,-0.6834204,93,0.3164675
767,26037,33.94654,-0.6773142,93,0.3167056
768,26056,33.92708,-0.6855469,93,0.3168063
769,26076,33.90897,-0.6378413,93,0.3166316
770,26095,33.88961,-0.6357143,93,0.3167482
771,26114,33.8703,-0.6439689,93,0.316633
772,26133,33.85104,-0.6522021,93,0.3161971
773,26152,33.83183,-0.6707633,93,0.3159101
774,26170,33.81137,-0.6518088,93,0.3159067
775,26190,33.79355,-0.656129,93,0.3159441
776,26209,33.77448,-0.6849227,93,0.3158828
777,26228,33.75547,-0.7342342,93,0.3154346
778,26247,33.7365,-0.7217224,93,0.3153628
779,26266,33.71759,-0.6784339,93,0.3153
780,26285,33.69872,-0.6865385,93,0.3150038
781,26304,33.6799,-0.6946223,93,0.3149786
782,26323,33.66113,-0.6924552,93,0.3148492
783,26342,33.6424,-0.6800766,93,0.3144781
784,26361,33.62373,-0.6983418,93,0.3143024
785,26380,33.60509,-0.7165605,93,0.3140242
786,26400,33.58779,-0.6902035,93,0.3140408
787,26419,33.56925,-0.6880559,93,0.313904
788,26438,33.55076,-0.696066,93,0.3137341
789,26457,33.53232,-0.6939163,93,0.3137254
790,26475,33.51266,-0.6753165,93,0.3135782
791,26494,33.49431,-0.6934261,93,0.3134551
792,26513,33.47601,-0.6912879,93,0.3135728
793,26532,33.45776,-0.6790668,93,0.3136613
794,26551,33.43955,-0.6769521,93,0.3138125
795,26570,33.42138,-0.6748428,93,0.3139302
796,26589,33.40327,-0.6727387,93,0.313962
797,26608,33.38519,-0.6606023,93,0.3140262
798,26627,33.36717,-0.6685464,93,0.3138451
799,26646,33.34919,-0.7065082,93,0.3134927
800,26664,33.33,-0.748125,93,0.3132043
801,26683,33.31211,-0.7359551,93,0.3131504
802,26702,33.29427,-0.7138404,93,0.3131945
803,26721,33.27646,-0.7117061,93,0.3132512
804,26740,33.25871,-0.7195274,93,0.3129872
805,26760,33.24224,-0.7236025,93,0.3130706
806,26779,33.22457,-0.7413151,93,0.3132179
807,26798,33.20694,-0.7490706,93,0.3132465
808,26817,33.18936,-0.7370049,93,0.3132659
809,26836,33.17182,-0.7447466,93,0.3134004
810,26855,33.15432,-0.7623457,93,0.3131283
811,26874,33.13687,-0.7404439,93,0.3132493
812,26893,33.11946,-0.7284483,93,0.31326
813,26912,33.10209,-0.7361624,93,0.3134408
814,26930,33.08354,-0.6885749,93,0.3134896
815,26940,33.05521,-0.7392638,93,0.3130101
816,26948,33.02451,-0.7775735,93,0.3124869
817,26960,32.99878,-0.8053855,93,0.3123272
818,26979,32.98166,-0.8031785,93,0.3121936
819,26992,32.95726,-0.8522589,93,0.3116235
820,27006,32.93415,-0.9268293,93,0.3108667
821,27018,32.90865,-0.9403167,93,0.3106332
822,27031,32.88443,-0.9890511,93,0.3101481
823,27050,32.86756,-0.9963548,93,0.3098756
824,27068,32.84951,-1.01699,93,0.3095271
825,27087,32.83273,-1.024242,93,0.3093366
826,27106,32.81598,-1.012107,93,0.3092638
827,27125,32.79927,-1.009673,93,0.3090063
828,27142,32.78019,-1.004831,93,0.3087679
829,27160,32.76236,-1.034982,93,0.3085076
830,27178,32.74458,-1.036145,93,0.3081474
831,27195,32.72563,-1.040915,93,0.3080043
832,27213,32.70793,-1.061298,93,0.3078631
833,27230,32.68908,-1.07563,93,0.307748
834,27248,32.67146,-1.067146,93,0.3075301
835,27265,32.65269,-1.071856,93,0.307311
836,27283,32.63517,-1.082536,93,0.3071117
837,27300,32.61649,-1.096774,93,0.3069054
838,27319,32.60024,-1.122912,93,0.3067204
839,27338,32.58403,-1.148987,93,0.3064391
840,27357,32.56786,-1.155952,93,0.3063041
841,27373,32.54816,-1.173603,93,0.3060127
842,27392,32.53207,-1.171021,93,0.3057971
843,27412,32.5172,-1.231317,93,0.305375
844,27432,32.50237,-1.231043,93,0.3052391
845,27452,32.48758,-1.243787,93,0.3050601
846,27472,32.47281,-1.265957,93,0.3048208
847,27492,32.45809,-1.27863,93,0.3047664
848,27511,32.44222,-1.294811,93,0.3044066
849,27530,32.42638,-1.310954,93,0.3041744
850,27550,32.41177,-1.314118,93,0.3038685
851,27569,32.396,-1.3302,93,0.303438
852,27588,32.38028,-1.346244,93,0.3032711
853,27607,32.3646,-1.381008,93,0.3029682
854,27626,32.34895,-1.387588,93,0.3027711
855,27646,32.3345,-1.409357,93,0.3026398
856,27664,32.31776,-1.410047,93,0.3023097
857,27681,32.29988,-1.432905,93,0.3020584
858,27699,32.28322,-1.452214,93,0.3019542
859,27716,32.26543,-1.465658,93,0.3017591
860,27733,32.24767,-1.497674,93,0.3013804
861,27751,32.23112,-1.498258,93,0.3011941
862,27770,32.21578,-1.523202,93,0.3010536
863,27788,32.19931,-1.542294,93,0.300891
864,27806,32.18287,-1.552083,93,0.3007097
865,27824,32.16647,-1.56185,93,0.300534
866,27842,32.15012,-1.571594,93,0.3001559
867,27860,32.13379,-1.608997,93,0.3000135
868,27879,32.11866,-1.624424,93,0.2998598
869,27897,32.10242,-1.643268,93,0.299603
870,27915,32.08621,-1.652874,93,0.2994608
871,27933,32.07003,-1.644087,93,0.2993072
872,27951,32.0539,-1.672018,93,0.2991744
873,27970,32.03895,-1.687285,93,0.2990218
874,27988,32.02288,-1.687643,93,0.2988774
875,28006,32.00686,-1.688,93,0.2984499
876,28024,31.99087,-1.706621,93,0.2983524
877,28042,31.97491,-1.688712,93,0.2982836
878,28060,31.959,-1.716401,93,0.2980681
879,28079,31.94425,-1.731513,93,0.2977018
880,28097,31.92841,-1.731818,93,0.2976551
881,28115,31.9126,-1.723042,93,0.2975314
882,28132,31.89569,-1.717687,93,0.2971381
883,28150,31.87996,-1.718007,93,0.2970285
884,28169,31.86539,-1.714932,93,0.2968208
885,28187,31.84972,-1.697175,93,0.2964606
886,28205,31.83409,-1.697517,93,0.2963538
887,28223,31.81849,-1.706877,93,0.2962719
888,28241,31.80293,-1.725225,93,0.2960163
889,28260,31.78853,-1.740157,93,0.295878
890,28278,31.77303,-1.749438,93,0.2955858
891,28296,31.75758,-1.767677,93,0.2953695
892,28314,31.74215,-1.785874,93,0.2951566
893,28332,31.72676,-1.786114,93,0.2950467
894,28350,31.71141,-1.768456,93,0.2947498
895,28369,31.69721,-1.765363,93,0.2945911
896,28387,31.68192,-1.792411,93,0.2944308
897,28405,31.66667,-1.792642,93,0.2941395
898,28423,31.65145,-1.819599,93,0.2938463
899,28441,31.63626,-1.837597,93,0.2938768
900,28460,31.62222,-1.852222,93,0.2937135
