TotalEpisodes,TotalSteps,AverageStepsPerEpisode,AverageRewardPerEpisode,HighestReward, ConvergenceQValue, ExplorationRate
502,23905,47.61952,-4.922311,116,2.351341,0.1
503,23932,47.57853,-4.878727,116,2.350831,0.1
504,23960,47.53968,-4.845238,116,2.348956,0.1
505,23987,47.49901,-4.833663,116,2.347605,0.1
506,24013,47.45652,-4.859684,116,2.348017,0.1
507,24041,47.41814,-4.82643,116,2.346291,0.1
508,24069,47.37992,-4.840551,116,2.345413,0.1
509,24096,47.33988,-4.844794,116,2.344828,0.1
510,24122,47.29804,-4.839216,116,2.34306,0.1
511,24150,47.26027,-4.806262,116,2.339786,0.1
512,24178,47.22266,-4.757813,116,2.338872,0.1
513,24206,47.18518,-4.725146,116,2.338526,0.1
514,24234,47.14786,-4.754864,116,2.338372,0.1
515,24262,47.11068,-4.8,116,2.340949,0.1
516,24290,47.07364,-4.813953,116,2.341256,0.1
517,24319,47.03868,-4.837524,116,2.341749,0.1
518,24346,47,-4.795367,116,2.340916,0.1
519,24373,46.96146,-4.7842,116,2.339607,0.1
520,24400,46.92308,-4.788462,116,2.341675,0.1
521,24427,46.88484,-4.761996,116,2.341889,0.1
522,24454,46.84674,-4.781609,116,2.342052,0.1
523,24481,46.8088,-4.785851,116,2.341025,0.1
524,24508,46.77099,-4.805344,116,2.340044,0.1
525,24535,46.73333,-4.748571,116,2.341154,0.1
526,24562,46.69582,-4.676806,116,2.340861,0.1
527,24586,46.65275,-4.667932,116,2.340634,0.1
528,24613,46.61553,-4.626894,116,2.340215,0.1
529,24640,46.57845,-4.63138,116,2.338631,0.1
530,24667,46.54151,-4.666038,116,2.340862,0.1
531,24694,46.50471,-4.610169,116,2.340254,0.1
532,24720,46.46616,-4.635338,116,2.33926,0.1
533,24749,46.4334,-4.628518,116,2.337298,0.1
534,24777,46.39888,-4.61236,116,2.33557,0.1
535,24805,46.36449,-4.641121,116,2.334447,0.1
536,24833,46.33022,-4.595149,116,2.331453,0.1
537,24861,46.29609,-4.608939,116,2.331656,0.1
538,24890,46.26394,-4.572491,116,2.327687,0.1
539,24918,46.23006,-4.497217,116,2.326312,0.1
540,24945,46.19444,-4.472222,116,2.327781,0.1
541,24972,46.15897,-4.50647,116,2.327706,0.1
542,25000,46.12546,-4.431734,116,2.328501,0.1
543,25025,46.08656,-4.403315,116,2.324785,0.1
544,25050,46.04779,-4.463235,116,2.326605,0.1
545,25077,46.01284,-4.46789,116,2.32627,0.1
546,25104,45.97802,-4.501832,116,2.326237,0.1
547,25131,45.94333,-4.462523,116,2.32555,0.1
548,25158,45.90876,-4.423357,116,2.324997,0.1
549,25184,45.87249,-4.433516,116,2.322977,0.1
550,25211,45.83818,-4.423636,116,2.322443,0.1
551,25239,45.80581,-4.422867,116,2.320924,0.1
552,25266,45.77174,-4.398551,116,2.322268,0.1
553,25293,45.73779,-4.403255,116,2.322409,0.1
554,25320,45.70397,-4.436823,116,2.321498,0.1
555,25347,45.67027,-4.383784,116,2.32096,0.1
556,25373,45.63489,-4.365108,116,2.322669,0.1
557,25400,45.60144,-4.369838,116,2.323436,0.1
558,25426,45.56631,-4.336917,116,2.324115,0.1
559,25451,45.52952,-4.323792,116,2.323775,0.1
560,25476,45.49286,-4.325,116,2.322124,0.1
561,25502,45.45811,-4.377897,116,2.323791,0.1
562,25529,45.42527,-4.339858,116,2.323859,0.1
563,25555,45.39076,-4.307282,116,2.325238,0.1
564,25581,45.35638,-4.303192,116,2.325797,0.1
565,25607,45.32212,-4.270796,116,2.326413,0.1
566,25633,45.28799,-4.238516,116,2.327943,0.1
567,25659,45.25397,-4.19224,116,2.329527,0.1
568,25685,45.22007,-4.202465,116,2.330139,0.1
569,25710,45.18454,-4.133568,116,2.329575,0.1
570,25737,45.15263,-4.152632,116,2.328842,0.1
571,25762,45.11734,-4.182137,116,2.329831,0.1
572,25788,45.08392,-4.178322,116,2.328734,0.1
573,25814,45.05061,-4.132635,116,2.330457,0.1
574,25840,45.01742,-4.156795,116,2.331995,0.1
575,25865,44.98261,-4.144348,116,2.333166,0.1
576,25890,44.94792,-4.104167,116,2.331322,0.1
577,25914,44.91161,-4.097054,116,2.331333,0.1
578,25940,44.87889,-4.079585,116,2.32932,0.1
579,25967,44.84801,-4.056995,116,2.330166,0.1
580,25993,44.81552,-4.025862,116,2.328336,0.1
581,26019,44.78313,-4.022375,116,2.329299,0.1
582,26045,44.75086,-4.046392,116,2.33139,0.1
583,26070,44.71698,-4.075472,116,2.332003,0.1
584,26096,44.68493,-4.071918,116,2.331432,0.1
585,26121,44.65128,-4.073504,116,2.331502,0.1
586,26148,44.62116,-4.051195,116,2.329061,0.1
587,26172,44.58603,-4.044293,116,2.327446,0.1
588,26198,44.55442,-4.081633,116,2.329129,0.1
589,26223,44.52122,-4.06961,116,2.327029,0.1
590,26248,44.48814,-4.057627,116,2.324408,0.1
591,26272,44.45347,-4.037225,116,2.323849,0.1
592,26298,44.4223,-4.047297,116,2.321951,0.1
593,26321,44.38617,-4.01855,116,2.320718,0.1
594,26346,44.35353,-4.006734,116,2.319911,0.1
595,26372,44.32269,-3.963025,116,2.319172,0.1
596,26398,44.29195,-3.946309,116,2.319783,0.1
597,26424,44.26131,-3.956449,116,2.320719,0.1
598,26450,44.23077,-3.953177,116,2.321493,0.1
599,26477,44.202,-3.944908,116,2.32328,0.1
600,26502,44.17,-3.933333,116,2.322752,0.1
601,26528,44.13977,-3.996672,116,2.323946,0.1
602,26553,44.10798,-3.945183,116,2.325609,0.1
603,26579,44.07794,-3.92869,116,2.325553,0.1
604,26604,44.04636,-3.970199,116,2.3284,0.1
605,26630,44.01653,-3.966942,116,2.327168,0.1
606,26655,43.98515,-3.995049,116,2.328737,0.1
607,26680,43.95387,-4.036244,116,2.329472,0.1
608,26706,43.92434,-4.006579,116,2.330031,0.1
609,26730,43.89162,-4,116,2.330307,0.1
610,26750,43.85246,-4.026229,116,2.328489,0.1
611,26775,43.82161,-4.027823,116,2.329389,0.1
612,26800,43.79085,-4.029412,116,2.330983,0.1
613,26825,43.7602,-4.004894,116,2.332227,0.1
614,26850,43.72964,-3.993485,116,2.3322,0.1
615,26874,43.69756,-3.986992,116,2.331324,0.1
616,26897,43.66396,-4.024351,116,2.33308,0.1
617,26922,43.63371,-3.987034,116,2.332108,0.1
618,26948,43.60518,-3.957929,116,2.331888,0.1
619,26973,43.57512,-3.972536,116,2.332364,0.1
620,26998,43.54516,-4,116,2.332783,0.1
621,27023,43.5153,-3.988728,116,2.331645,0.1
622,27049,43.48714,-4.011254,116,2.332662,0.1
623,27074,43.45746,-3.987159,116,2.332423,0.1
624,27100,43.42949,-3.945513,116,2.334317,0.1
625,27124,43.3984,-3.9136,116,2.331887,0.1
626,27149,43.36901,-3.915335,116,2.332798,0.1
627,27171,43.33493,-3.931419,116,2.33239,0.1
628,27196,43.30573,-3.958599,116,2.333338,0.1
629,27220,43.27504,-3.965024,116,2.33376,0.1
630,27245,43.24603,-3.992064,116,2.331394,0.1
631,27270,43.21712,-4.006339,116,2.329745,0.1
632,27294,43.18671,-4.012658,116,2.328549,0.1
633,27319,43.15798,-4.052133,116,2.331122,0.1
634,27343,43.12776,-4.070978,116,2.327787,0.1
635,27368,43.09921,-3.99685,116,2.32778,0.1
636,27392,43.06918,-4.003145,116,2.326145,0.1
637,27418,43.04239,-4.037677,116,2.326487,0.1
638,27443,43.01411,-4.014107,116,2.324758,0.1
639,27469,42.98748,-3.998435,116,2.324875,0.1
640,27494,42.95937,-4,116,2.325903,0.1
641,27520,42.93292,-4.034321,116,2.326137,0.1
642,27545,42.90498,-4.048286,116,2.32479,0.1
643,27567,42.87247,-4.03888,116,2.321642,0.1
644,27591,42.84317,-4.057454,116,2.320523,0.1
645,27617,42.81705,-4.066667,116,2.319447,0.1
646,27641,42.78793,-4.02322,116,2.318653,0.1
647,27667,42.76198,-4.020093,116,2.318312,0.1
648,27692,42.73457,-4.009259,116,2.317808,0.1
649,27718,42.70878,-4.01849,116,2.316608,0.1
650,27742,42.68,-3.975385,116,2.315224,0.1
651,27766,42.65131,-3.993856,116,2.312099,0.1
652,27790,42.6227,-4,116,2.312523,0.1
653,27815,42.59571,-3.98928,116,2.314208,0.1
654,27839,42.56728,-4.007645,116,2.315326,0.1
655,27863,42.53893,-4.013741,116,2.312808,0.1
656,27887,42.51067,-3.995427,116,2.310615,0.1
657,27910,42.48097,-3.993912,116,2.308354,0.1
658,27934,42.45289,-4,116,2.306916,0.1
659,27957,42.42337,-3.986343,116,2.307728,0.1
660,27980,42.39394,-3.984848,116,2.305349,0.1
661,28004,42.36611,-3.97882,116,2.303166,0.1
662,28028,42.33837,-3.984894,116,2.302643,0.1
663,28052,42.31071,-3.966817,116,2.302611,0.1
664,28076,42.28313,-3.960843,116,2.303872,0.1
665,28100,42.25564,-3.954887,116,2.303375,0.1
666,28123,42.22673,-3.977478,116,2.303905,0.1
667,28147,42.1994,-4.007496,116,2.30499,0.1
668,28171,42.17216,-4.001497,116,2.304943,0.1
669,28196,42.14649,-4.00299,116,2.306109,0.1
670,28220,42.1194,-4.044776,116,2.306387,0.1
671,28244,42.0924,-4.026825,116,2.306935,0.1
672,28268,42.06548,-4.008929,116,2.304634,0.1
673,28291,42.03715,-4.00743,116,2.302281,0.1
674,28315,42.01039,-3.989614,116,2.303238,0.1
675,28338,41.98222,-4.011852,116,2.302768,0.1
676,28360,41.95266,-4.014793,116,2.303086,0.1
677,28383,41.92467,-4.013294,116,2.304097,0.1
678,28407,41.89823,-4.007375,116,2.303759,0.1
679,28430,41.8704,-4.017673,116,2.304249,0.1
680,28455,41.84559,-4.054412,116,2.305587,0.1
681,28479,41.81938,-4.001469,116,2.304798,0.1
682,28502,41.79179,-4.01173,116,2.303931,0.1
683,28527,41.7672,-3.978038,116,2.303775,0.1
684,28550,41.73977,-3.976608,116,2.302501,0.1
685,28574,41.71387,-4.005839,116,2.303822,0.1
686,28599,41.6895,-4.01895,116,2.304848,0.1
687,28622,41.6623,-4.029112,116,2.303379,0.1
688,28646,41.63663,-4.034883,116,2.303036,0.1
689,28670,41.61103,-4.075472,116,2.302981,0.1
690,28693,41.58406,-4.085507,116,2.302698,0.1
691,28717,41.55861,-4.044863,116,2.303489,0.1
692,28740,41.53179,-4.089595,116,2.301678,0.1
693,28761,41.50216,-4.073593,116,2.300878,0.1
694,28785,41.47694,-4.067723,116,2.300414,0.1
695,28809,41.4518,-4.073381,116,2.301369,0.1
696,28832,41.42529,-4.060345,116,2.301646,0.1
697,28856,41.40029,-4.10043,116,2.303003,0.1
698,28879,41.37392,-4.030086,116,2.302301,0.1
699,28901,41.34621,-4.044349,116,2.302411,0.1
700,28925,41.32143,-4.038571,116,2.302755,0.1
701,28949,41.29672,-4.044222,116,2.302722,0.1
702,28972,41.27066,-4.008547,116,2.299888,0.1
703,28997,41.24751,-3.998578,116,2.298275,0.1
704,29021,41.22301,-3.981534,116,2.298022,0.1
705,29046,41.2,-3.971631,116,2.296653,0.1
706,29070,41.17564,-3.988668,116,2.294841,0.1
707,29093,41.14993,-3.975955,116,2.293617,0.1
708,29117,41.12571,-3.94774,116,2.29318,0.1
709,29139,41.09873,-3.928068,116,2.292059,0.1
710,29160,41.07042,-3.946479,116,2.292665,0.1
711,29184,41.04641,-3.963432,116,2.293963,0.1
712,29208,41.02247,-3.935393,116,2.292996,0.1
713,29231,40.9972,-3.911641,116,2.293714,0.1
714,29255,40.97339,-3.917367,116,2.294439,0.1
715,29279,40.94965,-3.923077,116,2.294136,0.1
716,29301,40.92318,-3.925978,116,2.294091,0.1
717,29324,40.89819,-3.935844,116,2.293549,0.1
718,29347,40.87326,-3.923398,116,2.294123,0.1
719,29370,40.8484,-3.944367,116,2.293972,0.1
720,29392,40.82222,-3.936111,116,2.291988,0.1
721,29415,40.7975,-3.957004,116,2.292723,0.1
722,29438,40.77285,-3.955679,116,2.292386,0.1
723,29460,40.74689,-3.958506,116,2.293314,0.1
724,29483,40.72237,-3.957182,116,2.294355,0.1
725,29506,40.69793,-3.955862,116,2.294273,0.1
726,29527,40.6708,-3.940771,116,2.294291,0.1
727,29550,40.64649,-3.917469,116,2.295065,0.1
728,29572,40.62088,-3.909341,116,2.295343,0.1
729,29595,40.59671,-3.853224,116,2.292739,0.1
730,29618,40.5726,-3.841096,116,2.291524,0.1
731,29640,40.5472,-3.844049,116,2.292642,0.1
732,29663,40.52322,-3.853825,116,2.291795,0.1
733,29686,40.49932,-3.841746,116,2.290034,0.1
734,29709,40.47548,-3.851499,116,2.289289,0.1
735,29731,40.45034,-3.865306,116,2.289085,0.1
736,29754,40.42663,-3.896739,116,2.290048,0.1
737,29777,40.40298,-3.895522,116,2.289053,0.1
738,29800,40.3794,-3.894309,116,2.290195,0.1
739,29820,40.35183,-3.905277,116,2.291485,0.1
740,29843,40.32838,-3.893243,116,2.291369,0.1
741,29866,40.30499,-3.870445,116,2.290726,0.1
742,29888,40.28032,-3.862534,116,2.291077,0.1
743,29910,40.25572,-3.886945,116,2.292048,0.1
744,29932,40.23118,-3.868279,116,2.292781,0.1
745,29955,40.20805,-3.834899,116,2.293553,0.1
746,29978,40.18499,-3.83378,116,2.292665,0.1
747,30000,40.16064,-3.815261,116,2.293325,0.1
748,30022,40.13636,-3.839572,116,2.294275,0.1
749,30045,40.11348,-3.849132,116,2.294854,0.1
750,30067,40.08933,-3.852,116,2.295203,0.1
751,30090,40.06658,-3.87217,116,2.296764,0.1
752,30112,40.04255,-3.906915,116,2.298629,0.1
753,30135,40.01992,-3.948207,116,2.298361,0.1
754,30158,39.99735,-3.93634,116,2.295256,0.1
755,30180,39.97351,-3.949669,116,2.293848,0.1
756,30203,39.95106,-3.927249,116,2.293314,0.1
757,30226,39.92867,-3.936592,116,2.294117,0.1
758,30249,39.90633,-3.94591,116,2.294899,0.1
759,30270,39.88142,-3.920949,116,2.296406,0.1
760,30292,39.85789,-3.881579,116,2.296683,0.1
761,30315,39.83574,-3.869908,116,2.29625,0.1
762,30338,39.81365,-3.879265,116,2.297088,0.1
763,30360,39.7903,-3.892529,116,2.297274,0.1
764,30383,39.76833,-3.891361,116,2.295926,0.1
765,30406,39.74641,-3.879739,116,2.296485,0.1
766,30429,39.72454,-3.889034,116,2.29519,0.1
767,30451,39.70144,-3.891786,116,2.29425,0.1
768,30471,39.67578,-3.88151,116,2.294148,0.1
769,30494,39.65409,-3.869961,116,2.294406,0.1
770,30516,39.63117,-3.851948,116,2.295829,0.1
771,30536,39.60571,-3.85214,116,2.295079,0.1
772,30557,39.58161,-3.869171,116,2.295826,0.1
773,30580,39.56015,-3.888745,116,2.29567,0.1
774,30602,39.53747,-3.891473,116,2.295755,0.1
775,30624,39.51484,-3.883871,116,2.295888,0.1
776,30645,39.49098,-3.911083,116,2.297179,0.1
777,30667,39.46847,-3.882883,116,2.297453,0.1
778,30690,39.4473,-3.892031,116,2.296296,0.1
779,30712,39.4249,-3.925545,116,2.294992,0.1
780,30735,39.40385,-3.924359,116,2.293865,0.1
781,30757,39.38156,-3.93726,116,2.291115,0.1
782,30779,39.35934,-3.929667,116,2.290397,0.1
783,30800,39.33589,-3.936143,116,2.29169,0.1
784,30822,39.31377,-3.979592,116,2.29119,0.1
785,30844,39.29172,-4.002548,116,2.289606,0.1
786,30866,39.26972,-3.994911,116,2.286622,0.1
787,30888,39.24778,-4.017789,116,2.287221,0.1
788,30910,39.22589,-4.030457,116,2.287925,0.1
789,30932,39.20406,-3.982256,116,2.287491,0.1
790,30954,39.18228,-3.98481,116,2.28774,0.1
791,30976,39.16056,-3.987358,116,2.284356,0.1
792,30997,39.13763,-3.953283,116,2.284032,0.1
793,31019,39.11602,-3.945776,116,2.283354,0.1
794,31040,39.0932,-3.942065,116,2.282786,0.1
795,31062,39.0717,-3.934591,116,2.283936,0.1
796,31084,39.05025,-3.947236,116,2.282613,0.1
797,31106,39.02886,-3.909661,116,2.281641,0.1
798,31128,39.00752,-3.882205,116,2.281558,0.1
799,31149,38.98498,-3.878598,116,2.28173,0.1
800,31168,38.96,-3.8625,116,2.280069,0.1
801,31190,38.93883,-3.845194,116,2.2801,0.1
802,31211,38.91646,-3.861596,116,2.279927,0.1
803,31232,38.89415,-3.858032,116,2.278203,0.1
804,31254,38.87313,-3.830846,116,2.2781,0.1
805,31274,38.84969,-3.81118,116,2.277967,0.1
806,31296,38.82878,-3.823821,116,2.277,0.1
807,31318,38.80793,-3.776952,116,2.276776,0.1
808,31338,38.78465,-3.767327,116,2.274932,0.1
809,31359,38.76267,-3.793572,116,2.276186,0.1
810,31380,38.74074,-3.809876,116,2.276215,0.1
811,31400,38.71763,-3.819975,116,2.276881,0.1
812,31421,38.69581,-3.836207,116,2.276747,0.1
813,31442,38.67405,-3.842558,116,2.277571,0.1
814,31463,38.65233,-3.858722,116,2.278261,0.1
815,31484,38.63068,-3.835583,116,2.278837,0.1
816,31506,38.61029,-3.867647,116,2.279865,0.1
817,31528,38.58996,-3.870257,116,2.280251,0.1
818,31550,38.56968,-3.882641,116,2.279664,0.1
819,31571,38.54823,-3.879121,116,2.278977,0.1
820,31593,38.52805,-3.891464,116,2.279292,0.1
821,31615,38.50792,-3.91352,116,2.278591,0.1
822,31637,38.48783,-3.877129,116,2.279405,0.1
823,31659,38.4678,-3.860267,116,2.279845,0.1
824,31680,38.4466,-3.856796,116,2.280644,0.1
825,31700,38.42424,-3.85697,116,2.28134,0.1
826,31720,38.40194,-3.847458,116,2.280929,0.1
827,31742,38.3821,-3.811366,116,2.281537,0.1
828,31764,38.36232,-3.804348,116,2.281911,0.1
829,31785,38.34137,-3.810615,116,2.281057,0.1
830,31807,38.32169,-3.803614,116,2.281405,0.1
831,31829,38.30204,-3.806257,116,2.280136,0.1
832,31850,38.28125,-3.783654,116,2.280543,0.1
833,31870,38.2593,-3.812725,116,2.281321,0.1
834,31891,38.23861,-3.828537,116,2.28176,0.1
835,31912,38.21796,-3.815569,116,2.282915,0.1
836,31932,38.19617,-3.825359,116,2.284825,0.1
837,31954,38.17682,-3.818399,116,2.282581,0.1
838,31975,38.15633,-3.795943,116,2.283376,0.1
839,31996,38.13588,-3.79261,116,2.283264,0.1
840,32018,38.11666,-3.776191,116,2.281268,0.1
841,32039,38.09631,-3.751486,116,2.281985,0.1
842,32056,38.07126,-3.741686,116,2.282679,0.1
843,32078,38.05219,-3.715896,116,2.283542,0.1
844,32100,38.03318,-3.718602,116,2.28356,0.1
845,32121,38.01302,-3.69645,116,2.283824,0.1
846,32143,37.99409,-3.708629,116,2.28472,0.1
847,32165,37.97521,-3.720779,116,2.283612,0.1
848,32187,37.95637,-3.714033,116,2.28266,0.1
849,32209,37.93757,-3.726148,116,2.282571,0.1
850,32230,37.91765,-3.722941,116,2.282037,0.1
851,32249,37.89542,-3.73678,116,2.281836,0.1
852,32270,37.87559,-3.752347,116,2.280526,0.1
853,32290,37.85463,-3.762016,116,2.280889,0.1
854,32311,37.8349,-3.758782,116,2.279492,0.1
855,32332,37.8152,-3.774269,116,2.278867,0.1
856,32353,37.79556,-3.761682,116,2.27711,0.1
857,32375,37.77713,-3.764294,116,2.274642,0.1
858,32395,37.75641,-3.783217,116,2.273271,0.1
859,32416,37.7369,-3.770663,116,2.271586,0.1
860,32437,37.71744,-3.75814,116,2.270256,0.1
861,32458,37.69802,-3.736353,116,2.267867,0.1
862,32479,37.67865,-3.733179,116,2.267609,0.1
863,32500,37.65933,-3.702202,116,2.267308,0.1
864,32520,37.63889,-3.711806,116,2.26728,0.1
865,32541,37.61965,-3.699422,116,2.266219,0.1
866,32561,37.59931,-3.709007,116,2.266213,0.1
867,32582,37.58016,-3.696655,116,2.264857,0.1
868,32603,37.56106,-3.693548,116,2.263308,0.1
869,32624,37.542,-3.681243,116,2.262728,0.1
870,32645,37.52299,-3.678161,116,2.263479,0.1
871,32666,37.50402,-3.684271,116,2.260695,0.1
872,32687,37.48509,-3.65367,116,2.26069,0.1
873,32707,37.46506,-3.66323,116,2.260168,0.1
874,32726,37.44394,-3.685355,116,2.262214,0.1
875,32746,37.424,-3.621714,116,2.262019,0.1
876,32766,37.40411,-3.622146,116,2.262977,0.1
877,32784,37.38198,-3.638541,116,2.262304,0.1
878,32793,37.34966,-3.649203,116,2.261931,0.1
879,32801,37.31627,-3.645051,116,2.261036,0.1
880,32816,37.29091,-3.671591,116,2.259001,0.1
881,32833,37.26788,-3.682179,116,2.258122,0.1
882,32853,37.2483,-3.709751,116,2.259599,0.1
883,32874,37.2299,-3.715742,116,2.258859,0.1
884,32894,37.21041,-3.697964,116,2.257715,0.1
885,32913,37.18983,-3.683616,116,2.258343,0.1
886,32934,37.17156,-3.680587,116,2.258297,0.1
887,32955,37.15332,-3.704622,116,2.255468,0.1
888,32975,37.13401,-3.677928,116,2.254841,0.1
889,32995,37.11473,-3.687289,116,2.255486,0.1
890,33016,37.09663,-3.675281,116,2.256457,0.1
891,33035,37.07632,-3.643098,116,2.253849,0.1
892,33056,37.0583,-3.640135,116,2.253188,0.1
893,33077,37.04031,-3.655095,116,2.253776,0.1
894,33098,37.02237,-3.643177,116,2.253714,0.1
895,33119,37.00447,-3.667039,116,2.254115,0.1
896,33140,36.98661,-3.690848,116,2.254842,0.1
897,33160,36.96767,-3.664437,116,2.254611,0.1
898,33181,36.94989,-3.616926,116,2.254576,0.1
899,33202,36.93215,-3.605117,116,2.255458,0.1
900,33223,36.91444,-3.593333,116,2.25641,0.1
1,179,179,-23,-23,4.6357
2,357,178.5,23.5,70,3.032014
3,543,181,-3.666667,70,3.222096
