TotalEpisodes,TotalSteps,AverageStepsPerEpisode,AverageRewardPerEpisode,HighestReward, ConvergenceQValue
601,24587,40.91015,-0.7753744,94,1.597114
602,24613,40.88538,-0.7242525,94,1.59706
603,24638,40.85904,-0.7711443,94,1.597737
604,24663,40.83278,-0.7649007,94,1.597683
605,24689,40.80827,-0.7669421,94,1.596568
606,24715,40.78383,-0.7953795,94,1.595844
607,24740,40.75782,-0.8023064,94,1.596623
608,24766,40.73355,-0.8174342,94,1.596585
609,24791,40.70772,-0.8374384,94,1.596378
610,24817,40.68361,-0.852459,94,1.595965
611,24841,40.6563,-0.8641571,94,1.596923
612,24867,40.63235,-0.8921568,94,1.597962
613,24892,40.60685,-0.9119086,94,1.597509
614,24918,40.58306,-0.9006515,94,1.596577
615,24943,40.55772,-0.8813008,94,1.597172
616,24969,40.53409,-0.8831169,94,1.597261
617,24994,40.50891,-0.8768234,94,1.597905
618,25020,40.48544,-0.8139158,94,1.597663
619,25045,40.46042,-0.8594507,94,1.597394
620,25069,40.43387,-0.832258,94,1.597818
621,25094,40.40902,-0.8132045,94,1.598423
622,25120,40.38585,-0.8536978,94,1.598521
623,25145,40.36116,-0.8988764,94,1.59917
624,25170,40.33654,-0.9567308,94,1.600061
625,25196,40.3136,-0.984,94,1.600633
626,25221,40.28914,-0.9776358,94,1.600378
627,25247,40.26635,-0.953748,94,1.600166
628,25272,40.24204,-0.9856688,94,1.600094
629,25298,40.21939,-1.012719,94,1.599686
630,25323,40.19524,-1.031746,94,1.600184
631,25349,40.17274,-0.9825674,94,1.599875
632,25374,40.14874,-0.988924,94,1.599496
633,25400,40.12638,-0.9905213,94,1.599354
634,25425,40.10252,-0.9463722,94,1.598349
635,25450,40.07874,-0.9527559,94,1.597316
636,25474,40.05346,-0.9512579,94,1.596737
637,25500,40.0314,-0.9403453,94,1.596473
638,25525,40.00784,-0.9216301,94,1.596324
639,25550,39.98435,-0.9405321,94,1.597084
640,25574,39.95937,-0.9140625,94,1.59516
641,25600,39.9376,-0.8907956,94,1.595239
642,25625,39.91433,-0.847352,94,1.595701
643,25650,39.89114,-0.8413686,94,1.595732
644,25675,39.86801,-0.8354037,94,1.594559
645,25700,39.84496,-0.8418605,94,1.595388
646,25725,39.82198,-0.8482972,94,1.594869
647,25750,39.79907,-0.8299845,94,1.595017
648,25774,39.77469,-0.8287037,94,1.594762
649,25798,39.75039,-0.8027735,94,1.595835
650,25822,39.72615,-0.8261539,94,1.595977
651,25847,39.70353,-0.8571429,94,1.596588
652,25870,39.67791,-0.8481595,94,1.597258
653,25895,39.65544,-0.8422664,94,1.596073
654,25920,39.63303,-0.7996942,94,1.594428
655,25945,39.61069,-0.7938932,94,1.593805
656,25970,39.58841,-0.7881098,94,1.594417
657,25994,39.56469,-0.7382039,94,1.595447
658,26019,39.54255,-0.7082067,94,1.595156
659,26043,39.51897,-0.7314112,94,1.595596
660,26068,39.49697,-0.7621212,94,1.596394
661,26092,39.47353,-0.785174,94,1.595551
662,26117,39.45166,-0.7673716,94,1.595008
663,26141,39.42836,-0.7662142,94,1.595672
664,26166,39.40663,-0.7605422,94,1.596011
665,26190,39.38346,-0.7353383,94,1.595938
666,26215,39.36186,-0.7417417,94,1.595788
667,26240,39.34033,-0.7241379,94,1.595727
668,26264,39.31736,-0.7829341,94,1.596778
669,26288,39.29447,-0.8056801,94,1.596177
670,26312,39.27164,-0.8164179,94,1.596808
671,26337,39.25037,-0.8584203,94,1.597371
672,26361,39.22768,-0.8333333,94,1.597806
673,26386,39.20654,-0.7682021,94,1.59705
674,26410,39.18398,-0.7908012,94,1.59581
675,26435,39.16296,-0.7496296,94,1.597162
676,26455,39.13462,-0.7544379,94,1.59618
677,26478,39.11078,-0.7459379,94,1.596204
678,26501,39.08702,-0.7256637,94,1.595026
679,26526,39.06627,-0.6966127,94,1.593804
680,26551,39.04559,-0.6911765,94,1.594362
681,26578,39.0279,-0.6769457,94,1.594699
682,26603,39.00733,-0.6832845,94,1.595214
683,26630,38.98975,-0.6808199,94,1.596466
684,26655,38.9693,-0.6871345,94,1.596962
685,26680,38.94891,-0.670073,94,1.597718
686,26704,38.92711,-0.6457726,94,1.595707
687,26730,38.9083,-0.6244541,94,1.596431
688,26756,38.88953,-0.6613372,94,1.597148
689,26781,38.86938,-0.6211901,94,1.597932
690,26807,38.85072,-0.6115942,94,1.598411
691,26833,38.83213,-0.6136035,94,1.599149
692,26859,38.81358,-0.6387283,94,1.599672
693,26884,38.79365,-0.6103896,94,1.600627
694,26908,38.77234,-0.667147,94,1.601109
695,26931,38.74964,-0.647482,94,1.600984
696,26955,38.72845,-0.6465517,94,1.601503
697,26980,38.70875,-0.6757532,94,1.601503
698,27003,38.68624,-0.6561605,94,1.600726
699,27027,38.66524,-0.6437768,94,1.600283
700,27051,38.64429,-0.6428571,94,1.598124
701,27075,38.62339,-0.6419401,94,1.596351
702,27098,38.60114,-0.6452991,94,1.596667
703,27121,38.57895,-0.6714082,94,1.596882
704,27145,38.55824,-0.6931818,94,1.596276
705,27169,38.53759,-0.7035461,94,1.597518
706,27192,38.51558,-0.7067989,94,1.596428
707,27216,38.49505,-0.7171146,94,1.597107
708,27239,38.47316,-0.720339,94,1.595692
709,27262,38.45134,-0.7009873,94,1.593288
710,27286,38.43098,-0.7,94,1.593503
711,27310,38.41069,-0.6990155,94,1.593157
712,27334,38.39045,-0.7092696,94,1.593865
713,27358,38.37027,-0.6970547,94,1.594352
714,27381,38.34874,-0.7226891,94,1.594204
715,27405,38.32867,-0.7328671,94,1.594017
716,27429,38.30866,-0.698324,94,1.594638
717,27452,38.28731,-0.6680614,94,1.594772
718,27475,38.26602,-0.6267409,94,1.59533
719,27499,38.24617,-0.5924895,94,1.595955
720,27522,38.225,-0.6069444,94,1.594993
721,27546,38.20527,-0.5950069,94,1.595406
722,27570,38.1856,-0.5498615,94,1.595893
723,27593,38.16459,-0.5421854,94,1.595807
724,27617,38.14503,-0.519337,94,1.596051
725,27640,38.12414,-0.4786207,94,1.595965
726,27664,38.10468,-0.4669422,94,1.596826
727,27688,38.08528,-0.4883081,94,1.597033
728,27711,38.06456,-0.4587912,94,1.598054
729,27735,38.04527,-0.4910837,94,1.598757
730,27759,38.02603,-0.490411,94,1.599234
731,27781,38.0041,-0.5198358,94,1.598184
732,27805,37.98497,-0.5300546,94,1.598486
733,27829,37.96589,-0.5511596,94,1.599006
734,27851,37.94414,-0.5585831,94,1.600398
735,27874,37.92381,-0.5510204,94,1.60115
736,27897,37.90353,-0.5760869,94,1.60146
737,27920,37.88331,-0.5793759,94,1.600892
738,27943,37.86314,-0.5501355,94,1.600521
739,27966,37.84303,-0.5534506,94,1.601793
740,27989,37.82297,-0.5675676,94,1.602145
741,28011,37.80162,-0.5748988,94,1.602542
742,28035,37.78302,-0.574124,94,1.602834
743,28059,37.76447,-0.5733513,94,1.603092
744,28082,37.74463,-0.608871,94,1.603078
745,28105,37.72483,-0.6120805,94,1.602365
746,28128,37.70509,-0.6260054,94,1.602795
747,28150,37.68407,-0.6546185,94,1.603142
748,28173,37.66444,-0.6791444,94,1.602591
749,28196,37.64486,-0.7036048,94,1.602222
750,28220,37.62667,-0.7453333,94,1.603123
751,28241,37.60453,-0.7563249,94,1.603806
752,28264,37.58511,-0.7593085,94,1.604024
753,28287,37.56574,-0.75166,94,1.603506
754,28310,37.54642,-0.7758621,94,1.602678
755,28332,37.52583,-0.7721854,94,1.602575
756,28355,37.50661,-0.7962963,94,1.603363
757,28378,37.48745,-0.7886394,94,1.60301
758,28400,37.46702,-0.7849604,94,1.603875
759,28423,37.44796,-0.8089592,94,1.603037
760,28446,37.42895,-0.8328947,94,1.602449
761,28469,37.40999,-0.8252299,94,1.602636
762,28491,37.38976,-0.800525,94,1.602938
763,28514,37.3709,-0.7719528,94,1.602244
764,28537,37.35209,-0.7329843,94,1.603207
765,28560,37.33333,-0.7568628,94,1.602123
766,28582,37.31332,-0.7114882,94,1.602984
767,28606,37.29596,-0.6792699,94,1.603188
768,28629,37.27734,-0.703125,94,1.603435
769,28653,37.26008,-0.7022107,94,1.603395
770,28677,37.24286,-0.7324675,94,1.601816
771,28700,37.22438,-0.7354085,94,1.600875
772,28725,37.20855,-0.7202073,94,1.600881
773,28748,37.19017,-0.7335058,94,1.600722
774,28772,37.17313,-0.7222222,94,1.60111
775,28796,37.15613,-0.7109677,94,1.600408
776,28820,37.13918,-0.6997423,94,1.601087
777,28844,37.12226,-0.6988417,94,1.600225
778,28869,37.10669,-0.714653,94,1.601169
779,28893,37.08986,-0.7137356,94,1.601806
780,28917,37.07308,-0.6923077,94,1.601394
781,28940,37.05506,-0.6952625,94,1.601159
782,28962,37.0358,-0.6918159,94,1.601289
783,28985,37.01788,-0.6436782,94,1.600758
784,29008,37,-0.6058673,94,1.601105
785,29030,36.98089,-0.6025478,94,1.601239
786,29053,36.9631,-0.6157761,94,1.6002
787,29076,36.94536,-0.639136,94,1.600005
788,29099,36.92767,-0.6522843,94,1.600256
789,29121,36.90874,-0.6286439,94,1.599488
790,29144,36.89114,-0.6417722,94,1.598408
791,29167,36.87358,-0.6042984,94,1.598711
792,29190,36.85606,-0.6174242,94,1.598844
793,29211,36.83607,-0.6179067,94,1.597963
794,29233,36.81738,-0.6146096,94,1.596949
795,29255,36.79874,-0.6113207,94,1.595951
796,29277,36.78015,-0.6281407,94,1.596402
797,29300,36.76286,-0.6010038,94,1.597177
798,29322,36.74436,-0.6177945,94,1.596257
799,29345,36.72716,-0.6007509,94,1.597043
800,29366,36.7075,-0.64125,94,1.597826
801,29388,36.68914,-0.6479401,94,1.596512
802,29409,36.66957,-0.638404,94,1.59683
803,29430,36.65006,-0.618929,94,1.596308
804,29452,36.63184,-0.6256219,94,1.595585
805,29475,36.61491,-0.6086956,94,1.595665
806,29497,36.59678,-0.5856079,94,1.595547
807,29520,36.57993,-0.5885997,94,1.59444
808,29541,36.56064,-0.5990099,94,1.593666
809,29563,36.54264,-0.5760198,94,1.592576
810,29586,36.52592,-0.5691358,94,1.591649
811,29608,36.50801,-0.5067818,94,1.591394
812,29630,36.49015,-0.4938424,94,1.591745
813,29652,36.47232,-0.4710947,94,1.590973
814,29674,36.45454,-0.487715,94,1.591217
815,29696,36.43681,-0.5141104,94,1.590932
816,29717,36.41789,-0.5147059,94,1.591354
817,29739,36.40025,-0.5507956,94,1.591994
818,29760,36.38142,-0.5415648,94,1.591386
819,29782,36.36386,-0.5384616,94,1.590759
820,29804,36.34634,-0.5646341,94,1.59182
821,29826,36.32887,-0.5615103,94,1.592122
822,29848,36.31144,-0.5973236,94,1.592103
823,29870,36.29404,-0.6233293,94,1.591408
824,29889,36.27306,-0.5825243,94,1.590319
825,29900,36.24242,-0.580606,94,1.590218
826,29913,36.21429,-0.5980629,94,1.590265
827,29933,36.19468,-0.592503,94,1.591129
828,29954,36.17633,-0.6219807,94,1.59059
829,29976,36.15923,-0.5898673,94,1.591582
830,29998,36.14217,-0.6060241,94,1.591711
831,30020,36.12515,-0.6028881,94,1.592151
832,30041,36.10697,-0.6033654,94,1.591516
833,30063,36.09003,-0.6002401,94,1.590232
834,30085,36.07314,-0.5971223,94,1.589343
835,30106,36.05509,-0.6071856,94,1.590128
836,30125,36.03469,-0.6244019,94,1.589734
837,30146,36.01673,-0.6248506,94,1.590392
838,30168,36,-0.6217184,94,1.590208
839,30190,35.98331,-0.6185936,94,1.590646
840,30211,35.96548,-0.6,94,1.590974
841,30233,35.94887,-0.568371,94,1.591125
842,30255,35.9323,-0.5558195,94,1.591744
843,30277,35.91578,-0.5622776,94,1.591731
844,30298,35.89811,-0.5912322,94,1.591508
845,30319,35.88047,-0.6011834,94,1.591726
846,30340,35.86288,-0.6205674,94,1.591496
847,30361,35.84534,-0.6399056,94,1.590936
848,30382,35.82783,-0.6591981,94,1.59163
849,30402,35.80919,-0.6819788,94,1.59196
850,30425,35.79412,-0.6564706,94,1.592307
851,30448,35.77908,-0.6592245,94,1.592595
852,30470,35.76291,-0.6748827,94,1.59104
853,30493,35.74795,-0.6588511,94,1.591383
854,30516,35.73302,-0.6241218,94,1.590735
855,30539,35.71813,-0.6081871,94,1.590839
856,30561,35.7021,-0.5864486,94,1.590503
857,30584,35.68728,-0.57993,94,1.590821
858,30607,35.67249,-0.5641026,94,1.59099
859,30630,35.65774,-0.5669383,94,1.591652
860,30652,35.64186,-0.5639535,94,1.592341
861,30674,35.62601,-0.5795587,94,1.59093
862,30696,35.61021,-0.5672854,94,1.591511
863,30718,35.59444,-0.5643106,94,1.592096
864,30740,35.5787,-0.5706019,94,1.592168
865,30762,35.56301,-0.5861272,94,1.592329
866,30784,35.54734,-0.5831409,94,1.591171
867,30806,35.53172,-0.5709342,94,1.592172
868,30828,35.51613,-0.5864055,94,1.592335
869,30848,35.49828,-0.5995397,94,1.592637
870,30869,35.48161,-0.6367816,94,1.592954
871,30890,35.46498,-0.6280138,94,1.592
872,30910,35.44725,-0.6227064,94,1.592027
873,30933,35.43299,-0.607102,94,1.592634
874,30955,35.41762,-0.604119,94,1.591926
875,30976,35.40114,-0.5954286,94,1.592144
876,30997,35.3847,-0.5776256,94,1.592471
877,31018,35.3683,-0.6054732,94,1.592973
878,31039,35.35194,-0.5968109,94,1.592424
879,31060,35.33561,-0.5881684,94,1.592712
880,31080,35.31818,-0.5829545,94,1.593506
881,31101,35.30193,-0.5652667,94,1.59245
882,31121,35.28458,-0.5510204,94,1.593181
883,31143,35.26954,-0.5662514,94,1.593376
884,31164,35.2534,-0.5576923,94,1.592799
885,31183,35.23503,-0.5649717,94,1.594129
886,31203,35.21783,-0.5778781,94,1.59421
887,31223,35.20068,-0.5997745,94,1.594832
888,31244,35.18468,-0.6002252,94,1.59491
889,31265,35.16873,-0.6096738,94,1.59438
890,31286,35.15281,-0.6101124,94,1.595224
891,31307,35.13692,-0.6195286,94,1.594149
892,31328,35.12107,-0.6378924,94,1.594701
893,31349,35.10526,-0.6382979,94,1.594811
894,31370,35.08949,-0.6208054,94,1.595077
895,31390,35.07262,-0.6067039,94,1.594983
896,31411,35.05692,-0.5982143,94,1.595323
897,31432,35.04125,-0.5986622,94,1.595798
898,31452,35.0245,-0.6024499,94,1.596176
899,31473,35.0089,-0.5939933,94,1.596519
900,31494,34.99333,-0.6211111,94,1.596642
